0;0;0;-998,93799996376
1;-999;-999;-998,93799996376
2;-998,984000205994;-1997,98400020599;-998,922000169754
3;-999;-2996,98400020599;-998,922000169754
4;-998,983999967575;-3995,96800017357;-998,906000137329
5;-999,016000032425;-4994,98400020599;-998,922000169754
6;-998,983999967575;-5993,96800017357;-998,906000137329
7;-999;-6992,96800017357;-998,906000137329
8;-999,016000032425;-7991,98400020599;-998,922000169754
9;-999;-8990,98400020599;-998,922000169754
10;-999;-9989,98400020599;-998,922000169754
11;-999;-10988,984000206;-998,922000169754
12;-999;-11987,984000206;-998,922000169754
13;-999;-12986,984000206;-998,922000169754
14;-999;-13985,984000206;-998,922000169754
15;-999;-14984,984000206;-998,922000169754
16;-998,983999967575;-15983,9680001736;-998,906000137329
17;-999,016000032425;-16982,984000206;-998,922000169754
18;-998,980999946594;-17981,9650001526;-998,903000116348
19;-999,009000062943;-18980,9740002155;-998,912000179291
20;-998,992999792099;-19979,9670000076;-998,90499997139
21;-998,992000102997;-20978,9590001106;-998,897000074387
22;-999,015000104904;-21977,9740002155;-998,912000179291
23;-998,980999946594;-22976,9550001621;-998,893000125885
24;-999,016999959946;-23975,9720001221;-998,910000085831
25;-999,00200009346;-24974,9740002155;-998,912000179291
26;-998,99799990654;-25973,9720001221;-998,910000085831
27;-998,99799990654;-26972,9700000286;-998,907999992371
28;-999,006000041962;-27971,9760000706;-998,914000034332
29;-998,996000051498;-28970,9720001221;-998,910000085831
30;-999;-29969,9720001221;-998,910000085831
31;-999;-30968,9720001221;-998,910000085831
32;-999,006999969482;-31967,9790000916;-998,917000055313
33;-998,989000082016;-32966,9680001736;-998,906000137329
34;-999,007999897003;-33965,9760000706;-998,914000034332
35;-998,995000123978;-34964,9710001945;-998,90900015831
36;-999,006999969482;-35963,978000164;-998,916000127792
37;-998,987999916077;-36962,9660000801;-998,904000043869
38;-999,005000114441;-37961,9710001945;-998,90900015831
39;-998,983999967575;-38960,9550001621;-998,893000125885
40;-999,011999845505;-39959,9670000076;-998,90499997139
41;-999,003000020981;-40958,9700000286;-998,907999992371
42;-999,001000165939;-41957,9710001945;-998,90900015831
43;-998,975999832153;-42956,9470000267;-998,884999990463
44;-999,024000167847;-43955,9710001945;-998,90900015831
45;-998,993999958038;-44954,9650001526;-998,903000116348
46;-999,003999948502;-45953,9690001011;-998,90700006485
47;-998,993999958038;-46952,9630000591;-998,901000022888
48;-999,014000177383;-47951,9770002365;-998,915000200272
49;-998,991999864578;-48950,9690001011;-998,90700006485
50;-998,999000072479;-49949,9680001736;-998,906000137329
51;-999,001999855042;-50948,9700000286;-998,907999992371
52;-998,999000072479;-51947,9690001011;-998,90700006485
53;-999,006000041962;-52946,9750001431;-998,913000106812
54;-998,996000051498;-53945,9710001945;-998,90900015831
55;-998,983999967575;-54944,9550001621;-998,893000125885
56;-999,017999887466;-55943,9730000496;-998,911000013351
57;-999;-56942,9730000496;-998,911000013351
58;-998,986000061035;-57941,9590001106;-998,897000074387
59;-999,013999938965;-58940,9730000496;-998,911000013351
60;-999,003000020981;-59939,9760000706;-998,914000034332
61;-998,986999988556;-60938,9630000591;-998,901000022888
62;-999,009999990463;-61937,9730000496;-998,911000013351
63;-999,00400018692;-62936,9770002365;-998,915000200272
64;-998,99799990654;-63935,9750001431;-998,913000106812
65;-999,00200009346;-64934,9770002365;-998,915000200272
66;-998,994999885559;-65933,9720001221;-998,910000085831
67;-998,989000082016;-66932,9610002041;-998,899000167847
68;-999,016999959946;-67931,978000164;-998,916000127792
69;-998,993999958038;-68930,9720001221;-998,910000085831
70;-998,993000030518;-69929,9650001526;-998,903000116348
71;-999;-70928,9650001526;-998,903000116348
72;-999,016000032425;-71927,981000185;-998,919000148773
73;-999;-72926,981000185;-998,919000148773
74;-999;-73925,981000185;-998,919000148773
75;-998,983999967575;-74924,9650001526;-998,903000116348
76;-999,016000032425;-75923,981000185;-998,919000148773
